ID,Parent ID,Card Type,Interchange Level,Regulated Indicator,Amount,Discount Fees Rate,Discount Fees Amount,Items,Item Fees Rate,Items Fees Amount,Tran Cost,Dial Items Count,Processing Fees Rate Dial,Non Dial Items Count,Processing Fees Rate Non Dial,Processing Fees Amount,Total Due
LK211662,686,MasterCard,Fleet Crd Std,0,$73.64,3.06%,$2.25,2,$0.10,$0.20,$0.00,0,$0.00,2,$0.02,$0.04,$2.49
LK211662,686,MasterCard,High Value Petroleum Base,0,$241.24,1.92%,$4.62,7,$0.00,$0.00,$0.00,0,$0.00,7,$0.02,$0.14,$4.76
LK211662,686,MasterCard,Int'l Electronic,0,$35.74,2.46%,$0.88,2,$0.00,$0.00,$0.00,0,$0.00,2,$0.02,$0.04,$0.92
LK211662,686,MasterCard,Petro Base              ,0,"$8,800.62",1.80%,$158.47,306,$0.00,$0.00,$0.00,0,$0.00,306,$0.02,$6.12,$164.59
LK211662,686,MasterCard,Petro CAT/AFD DB,0,"$13,627.76",0.81%,$110.88,456,$0.17,$77.52,$0.00,0,$0.00,456,$0.02,$9.12,$197.52
LK211662,686,MasterCard,Petro Srv Sta DB,0,"$12,837.42",0.81%,$104.11,"1,154",$0.17,$196.18,$0.00,0,$0.00,"1,154",$0.02,$23.08,$323.37
LK211662,686,MasterCard,Reg Db Face to Face FP,2,"$14,271.33",0.16%,$22.86,758,$0.22,$166.76,$0.00,0,$0.00,758,$0.02,$15.16,$204.78
LK211662,686,MasterCard,Reg Db Non Qual FP,2,$881.85,0.16%,$1.40,46,$0.22,$10.12,$0.00,0,$0.00,46,$0.02,$0.92,$12.44
LK211662,686,MasterCard,Regulated Debit Face to Face,1,$346.56,0.16%,$0.56,20,$0.21,$4.20,$0.00,0,$0.00,20,$0.02,$0.40,$5.16
LK211662,686,MasterCard,Regulated Debit Non Qualified,1,$1.38,0.00%,$0.00,1,$0.21,$0.21,$0.00,0,$0.00,1,$0.02,$0.02,$0.23
LK211662,686,MasterCard,Standard,0,$80.62,3.06%,$2.47,3,$0.10,$0.30,$0.00,0,$0.00,3,$0.02,$0.06,$2.83
LK211662,686,MasterCard,Standard DB,0,$955.31,2.01%,$19.19,52,$0.25,$13.00,$0.00,0,$0.00,52,$0.02,$1.04,$33.23
LK211662,686,MasterCard,WC Petro Base           ,0,"$3,347.94",1.93%,$64.52,105,$0.00,$0.00,$0.00,0,$0.00,105,$0.02,$2.10,$66.62
LK211662,686,MasterCard,WC Standard,0,$14.83,3.10%,$0.46,1,$0.10,$0.10,$0.00,0,$0.00,1,$0.02,$0.02,$0.58
LK211662,686,MasterCard,WE Petro Base           ,0,$463.61,1.94%,$9.01,14,$0.00,$0.00,$0.00,0,$0.00,14,$0.02,$0.28,$9.29
LK211662,686,Nyce East,Qualified Petroleum,0,$34.14,0.70%,$0.24,1,$0.17,$0.17,$0.00,0,$0.00,1,$0.02,$0.02,$0.43
LK211662,686,NYCE Premier,Qualified Petroleum,0,$148.92,0.75%,$1.12,5,$0.21,$1.06,$0.00,0,$0.00,5,$0.02,$0.10,$2.28
LK211662,686,Pulse,Qual Petro Smtk,0,"$4,166.24",0.88%,$36.58,585,$0.22,$126.65,$0.00,0,$0.00,585,$0.02,$11.70,$174.93
LK211662,686,Pulse,Qualified Petroleum,0,"$15,924.80",0.80%,$127.06,493,$0.28,$140.09,$0.00,0,$0.00,493,$0.02,$9.86,$277.01
LK211662,686,Pulse,Regulated FP,2,"$27,964.09",0.05%,$14.05,829,$0.37,$306.59,$0.00,0,$0.00,829,$0.02,$16.58,$337.22
LK211662,686,Pulse,Regulated FP Smtk,2,"$3,207.28",0.13%,$4.14,330,$0.33,$107.76,$0.00,0,$0.00,330,$0.02,$6.60,$118.50
LK211662,686,Pulse Pay Choice,Qual Petro Smtk,0,"$2,751.80",0.88%,$24.23,417,$0.21,$86.46,$0.00,0,$0.00,417,$0.02,$8.34,$119.03
LK211662,686,Pulse Pay Choice,Qualified Petroleum,0,"$3,159.89",0.80%,$25.27,114,$0.23,$25.98,$0.00,0,$0.00,114,$0.02,$2.28,$53.53
LK211662,686,Pulse Pay Choice,Regulated FP,2,"$10,298.71",0.05%,$5.16,363,$0.30,$107.67,$0.00,0,$0.00,363,$0.02,$7.26,$120.09
LK211662,686,Pulse Pay Choice,Regulated FP Smtk,2,"$8,452.97",0.13%,$11.00,"1,238",$0.28,$347.27,$0.00,0,$0.00,"1,238",$0.02,$24.76,$383.03
LK211662,686,Pulse Pay Limited,Qual Petro Smtk,0,$217.45,1.24%,$2.70,33,$0.21,$6.97,$0.00,0,$0.00,33,$0.02,$0.66,$10.33
LK211662,686,Pulse Pay Limited,Qualified Petroleum,0,$364.88,1.15%,$4.18,15,$0.23,$3.45,$0.00,0,$0.00,15,$0.02,$0.30,$7.93
LK211662,686,Pulse Pay Limited,Regulated FP,2,$281.74,0.05%,$0.14,10,$0.30,$3.00,$0.00,0,$0.00,10,$0.02,$0.20,$3.34
LK211662,686,Pulse Pay Limited,Regulated FP Smtk,2,$242.66,0.12%,$0.30,31,$0.28,$8.73,$0.00,0,$0.00,31,$0.02,$0.62,$9.65
LK211662,686,Quest,Qualified Petroleum,0,"$1,725.79",0.00%,$0.00,383,$0.00,$0.00,$0.00,0,$0.00,383,$0.02,$7.66,$7.66
LK211662,686,Star All Star,Qualified Petroleum,0,"$7,738.58",0.80%,$61.89,411,$0.26,$105.11,$0.00,0,$0.00,411,$0.02,$8.22,$175.22
LK211662,686,Star West POS,Qualified Petroleum,0,"$3,639.53",0.80%,$29.03,312,$0.17,$53.77,$0.00,0,$0.00,312,$0.02,$6.24,$89.04
LK211662,686,Star West POS,Reg Fraud Prevent,2,"$29,800.14",0.05%,$15.03,"1,716",$0.27,$460.56,$0.00,0,$0.00,"1,716",$0.02,$34.32,$509.91
LK211662,686,Visa,BUS ENH RETAIL,0,$440.23,2.41%,$10.60,10,$0.10,$1.00,$0.00,0,$0.00,10,$0.02,$0.20,$11.80
LK211662,686,Visa,Business Retail         ,0,"$1,845.00",2.31%,$42.60,26,$0.10,$2.60,$0.00,0,$0.00,26,$0.02,$0.52,$45.72
LK211662,686,Visa,COMCL-CORP INTL,0,$13.27,2.94%,$0.39,1,$0.00,$0.00,$0.00,0,$0.00,1,$0.02,$0.02,$0.41
LK211662,686,Visa,Comm Cr Voucher,0,$22.10,-2.35%,($0.52),1,$0.00,$0.00,$0.00,0,$0.00,1,$0.02,$0.02,($0.50)
LK211662,686,Visa,Corporate Retail        ,0,$70.38,2.22%,$1.56,3,$0.10,$0.30,$0.00,0,$0.00,3,$0.02,$0.06,$1.92
LK211662,686,Visa,CPS Auto Fuel Dsp,0,"$12,648.18",1.25%,$157.65,317,$0.25,$79.25,$0.00,0,$0.00,317,$0.02,$6.34,$243.24
LK211662,686,Visa,CPS Sm Tckt DB,0,$991.21,1.66%,$16.49,130,$0.04,$5.20,$0.00,0,$0.00,130,$0.02,$2.60,$24.29
LK211662,686,Visa,CPS SM Tckt PP,0,$988.97,1.71%,$16.91,146,$0.05,$7.30,$0.00,0,$0.00,146,$0.02,$2.92,$27.13
LK211662,686,Visa,CPS Small Ticket,0,$817.14,1.76%,$14.42,104,$0.04,$4.16,$0.00,0,$0.00,104,$0.02,$2.08,$20.66
LK211662,686,Visa,CPS Svc Stn,0,"$1,806.52",1.26%,$22.79,54,$0.25,$13.50,$0.00,0,$0.00,54,$0.02,$1.08,$37.37
LK211662,686,Visa,CPS Svc Stn DB,0,$946.83,0.91%,$8.62,39,$0.15,$5.85,$0.00,0,$0.00,39,$0.02,$0.78,$15.25
LK211662,686,Visa,CPS Svc Stn PP,0,$641.73,1.27%,$8.12,30,$0.15,$4.50,$0.00,0,$0.00,30,$0.02,$0.60,$13.22
LK211662,686,Visa,CPSAtoFuelDsp DB,0,"$2,859.71",0.91%,$26.04,89,$0.15,$13.35,$0.00,0,$0.00,89,$0.02,$1.78,$41.17
LK211662,686,Visa,CPSAtoFuelDsp PP,0,$403.23,1.26%,$5.10,21,$0.15,$3.15,$0.00,0,$0.00,21,$0.02,$0.42,$8.67
LK211662,686,Visa,CREDIT PETRO EIRF,0,$104.57,2.40%,$2.51,4,$0.10,$0.40,$0.00,0,$0.00,4,$0.02,$0.08,$2.99
LK211662,686,Visa,Credit Voucher,0,$28.58,-1.75%,($0.50),6,$0.00,$0.00,$0.00,0,$0.00,6,$0.02,$0.12,($0.38)
LK211662,686,Visa,Debit Cr Voucher,0,$180.98,0.00%,$0.00,6,$0.00,$0.00,$0.00,0,$0.00,6,$0.02,$0.12,$0.12
LK211662,686,Visa,EIRF Petro DB,0,$194.41,1.83%,$3.56,9,$0.20,$1.80,$0.00,0,$0.00,9,$0.02,$0.18,$5.54
LK211662,686,Visa,EIRF Petro PP,0,$72.89,1.91%,$1.39,8,$0.20,$1.60,$0.00,0,$0.00,8,$0.02,$0.16,$3.15
LK211662,686,Visa,INTER ISSUER CHIP,0,$47.23,2.16%,$1.02,1,$0.00,$0.00,$0.00,0,$0.00,1,$0.02,$0.02,$1.04
LK211662,686,Visa,INTL PRE-PS2000 INTL,0,$40.00,2.05%,$0.82,1,$0.00,$0.00,$0.00,0,$0.00,1,$0.02,$0.02,$0.84
LK211662,686,Visa,PREMIUM CARD INT REG,0,$16.03,2.74%,$0.44,1,$0.00,$0.00,$0.00,0,$0.00,1,$0.02,$0.02,$0.46
LK211662,686,Visa,Purchase Lvl2,0,$217.17,2.16%,$4.69,6,$0.10,$0.60,$0.00,0,$0.00,6,$0.02,$0.12,$5.41
LK211662,686,Visa,Purchase Lvl3,0,$448.07,2.06%,$9.21,31,$0.10,$3.10,$0.00,0,$0.00,31,$0.02,$0.62,$12.93
LK211662,686,Visa,Reg Db Face to Face FP,2,"$9,647.08",0.16%,$15.54,300,$0.22,$66.00,$0.00,0,$0.00,300,$0.02,$6.00,$87.54
LK211662,686,Visa,Reg Db Sm Tckt FP,2,"$1,925.19",0.15%,$2.81,280,$0.22,$61.60,$0.00,0,$0.00,280,$0.02,$5.60,$70.01
LK211662,686,Visa,REG FRD DB EIRF,2,$251.42,0.17%,$0.42,11,$0.22,$2.42,$0.00,0,$0.00,11,$0.02,$0.22,$3.06
LK211662,686,Visa,REG FRD DB QUAL,2,$434.76,0.16%,$0.70,10,$0.22,$2.20,$0.00,0,$0.00,10,$0.02,$0.20,$3.10
LK211662,686,Visa,REG FRD DB STD,2,$43.99,0.16%,$0.07,1,$0.22,$0.22,$0.00,0,$0.00,1,$0.02,$0.02,$0.31
LK211662,686,Visa,US CORP LVL3,0,$140.35,2.06%,$2.89,2,$0.10,$0.20,$0.00,0,$0.00,2,$0.02,$0.04,$3.13
LK211662,686,Visa,US SIGN BUS RETAIL,0,$957.87,2.51%,$24.06,19,$0.10,$1.90,$0.00,0,$0.00,19,$0.02,$0.38,$26.34
LK211662,686,Visa,US VSP FUEL,0,"$3,130.44",1.18%,$36.94,88,$0.25,$22.00,$0.00,0,$0.00,88,$0.02,$1.76,$60.70
LK218453,681,American Express,Normal,0,"$2,053.45",0.00%,$0.00,43,$0.00,$0.00,$0.00,2,$0.02,41,$0.02,$0.86,$0.86
LK218453,681,Discover,Commrcl Electronic,0,$243.70,2.40%,$5.86,4,$0.10,$0.40,$0.00,0,$0.00,4,$0.02,$0.08,$6.34
LK218453,681,Discover,DB Petroleum,0,$179.46,0.86%,$1.54,4,$0.16,$0.64,$0.00,0,$0.00,4,$0.02,$0.08,$2.26
LK218453,681,Discover,PREM Petroleum,0,$257.44,1.83%,$4.72,3,$0.05,$0.15,$0.00,0,$0.00,3,$0.02,$0.06,$4.93
LK218453,681,Discover,PSL PETROLEUM,0,$254.50,1.83%,$4.67,3,$0.05,$0.15,$0.00,0,$0.00,3,$0.02,$0.06,$4.88
LK218453,681,Discover,REW Petroleum,0,"$2,081.11",1.83%,$38.18,44,$0.05,$2.20,$0.00,2,$0.02,42,$0.02,$0.88,$41.26
LK218453,681,Fuelman,Normal,0,"$30,873.15",0.00%,$0.00,442,$0.00,$0.00,$0.00,442,$0.02,0,$0.00,$8.84,$8.84
LK218453,681,MasterCard,Bus Data 2 Petro,0,$982.05,2.16%,$21.25,14,$0.10,$1.40,$0.00,0,$0.00,14,$0.02,$0.28,$22.93
LK218453,681,MasterCard,Bus Enh Face to Face Petro,0,$215.00,2.27%,$4.88,5,$0.10,$0.50,$0.00,0,$0.00,5,$0.02,$0.10,$5.48
LK218453,681,MasterCard,Bus F2F Petro,0,"$4,162.41",2.16%,$89.89,94,$0.10,$9.40,$0.00,3,$0.02,91,$0.02,$1.88,$101.17
LK218453,681,MasterCard,Bus Lvl3 F2F,0,$337.81,2.32%,$7.84,7,$0.10,$0.70,$0.00,0,$0.00,7,$0.02,$0.14,$8.68
LK218453,681,MasterCard,Bus Wrld F2F Petro,0,$72.50,2.28%,$1.65,1,$0.10,$0.10,$0.00,0,$0.00,1,$0.02,$0.02,$1.77
LK218453,681,MasterCard,Commercial Face to Face,0,$172.00,2.38%,$4.10,4,$0.10,$0.40,$0.00,0,$0.00,4,$0.02,$0.08,$4.58
LK218453,681,MasterCard,Enh Petro Base     ,0,$982.26,1.46%,$14.30,21,$0.00,$0.00,$0.00,0,$0.00,21,$0.02,$0.42,$14.72
LK218453,681,MasterCard,Int'l Electronic,0,$35.00,2.46%,$0.86,1,$0.00,$0.00,$0.00,0,$0.00,1,$0.02,$0.02,$0.88
LK218453,681,MasterCard,Petro Base              ,0,"$5,105.65",1.78%,$90.99,118,$0.00,$0.00,$0.00,2,$0.02,116,$0.02,$2.36,$93.35
LK218453,681,MasterCard,Petro Srv Sta DB,0,"$36,842.94",0.81%,$297.71,"1,294",$0.17,$219.98,$0.00,55,$0.02,"1,239",$0.02,$25.88,$543.57
LK218453,681,MasterCard,Reg Db Face to Face FP,2,"$17,139.48",0.16%,$27.62,617,$0.22,$135.74,$0.00,24,$0.02,593,$0.02,$12.34,$175.70
LK218453,681,MasterCard,Reg Db Non Qual FP,2,"$2,017.66",0.16%,$3.25,44,$0.22,$9.68,$0.00,1,$0.02,43,$0.02,$0.88,$13.81
LK218453,681,MasterCard,Regulated Debit Face to Face,1,$284.18,0.17%,$0.48,14,$0.21,$2.94,$0.00,1,$0.02,13,$0.02,$0.28,$3.70
LK218453,681,MasterCard,WC Petro Base           ,0,"$1,365.13",1.82%,$24.88,27,$0.00,$0.00,$0.00,1,$0.02,26,$0.02,$0.54,$25.42
LK218453,681,MasterCard,WE Petro Base           ,0,$30.00,2.10%,$0.63,1,$0.00,$0.00,$0.00,0,$0.00,1,$0.02,$0.02,$0.65
LK218453,681,Visa,BUS ENH RETAIL,0,"$1,454.95",2.41%,$35.10,19,$0.10,$1.90,$0.00,1,$0.02,18,$0.02,$0.38,$37.38
LK218453,681,Visa,Business Retail         ,0,$239.50,2.31%,$5.54,5,$0.10,$0.50,$0.00,1,$0.02,4,$0.02,$0.10,$6.14
LK218453,681,Visa,CPS Sm Tckt DB,0,$344.03,1.68%,$5.78,38,$0.04,$1.52,$0.00,1,$0.02,37,$0.02,$0.76,$8.06
LK218453,681,Visa,CPS SM Tckt PP,0,$585.68,1.71%,$10.01,64,$0.05,$3.20,$0.00,1,$0.02,63,$0.02,$1.28,$14.49
LK218453,681,Visa,CPS Small Ticket,0,$92.88,1.79%,$1.66,9,$0.04,$0.36,$0.00,0,$0.00,9,$0.02,$0.18,$2.20
LK218453,681,Visa,CPS Svc Stn,0,"$5,846.17",1.21%,$70.97,120,$0.25,$30.00,$0.00,6,$0.02,114,$0.02,$2.40,$103.37
LK218453,681,Visa,CPS Svc Stn DB,0,"$5,876.08",0.90%,$52.98,126,$0.15,$18.90,$0.00,5,$0.02,121,$0.02,$2.52,$74.40
LK218453,681,Visa,CPS Svc Stn PP,0,"$1,266.41",1.25%,$15.80,42,$0.15,$6.30,$0.00,1,$0.02,41,$0.02,$0.84,$22.94
LK218453,681,Visa,Debit Cr Voucher,0,$7.20,0.00%,$0.00,2,$0.00,$0.00,$0.00,0,$0.00,2,$0.02,$0.04,$0.04
LK218453,681,Visa,Purchase Lvl2,0,$167.55,2.15%,$3.61,2,$0.10,$0.20,$0.00,1,$0.02,1,$0.02,$0.04,$3.85
LK218453,681,Visa,Reg Db Face to Face FP,2,"$9,187.29",0.16%,$14.72,246,$0.22,$54.12,$0.00,8,$0.02,238,$0.02,$4.92,$73.76
LK218453,681,Visa,Reg Db Sm Tckt FP,2,$849.36,0.17%,$1.45,98,$0.22,$21.56,$0.00,2,$0.02,96,$0.02,$1.96,$24.97
LK218453,681,Visa,REG FRD DB QUAL,2,"$1,374.01",0.16%,$2.23,19,$0.22,$4.18,$0.00,1,$0.02,18,$0.02,$0.38,$6.79
LK218453,681,Visa,US BUS CP DB,0,$176.00,1.81%,$3.18,1,$0.10,$0.10,$0.00,0,$0.00,1,$0.02,$0.02,$3.30
LK218453,681,Visa,US SIGN BUS RETAIL,0,$400.95,2.51%,$10.06,5,$0.10,$0.50,$0.00,1,$0.02,4,$0.02,$0.10,$10.66
LK218453,681,Visa,US VSP FUEL,0,$891.05,1.19%,$10.57,15,$0.25,$3.75,$0.00,0,$0.00,15,$0.02,$0.30,$14.62
LK261074,662,ACCEL Advantage POS,Qualified Petroleum,0,"$4,841.30",0.85%,$41.15,366,$0.23,$82.29,$0.00,0,$0.00,366,$0.02,$7.32,$130.76
LK261074,662,ACCEL/XCHG,Qualified Petroleum,0,$83.92,0.79%,$0.66,6,$0.16,$0.95,$0.00,0,$0.00,6,$0.02,$0.12,$1.73
LK261074,662,ACCEL/XCHG,Reg Fraud Prevent,2,$240.87,0.05%,$0.11,15,$0.27,$3.97,$0.00,0,$0.00,15,$0.02,$0.30,$4.38
LK261074,662,ACCEL/XCHG,Regulated,1,$636.76,0.05%,$0.33,15,$0.28,$4.13,$0.00,0,$0.00,15,$0.02,$0.30,$4.76
LK261074,662,American Express,Normal,0,"$7,348.06",0.00%,$0.00,187,$0.00,$0.00,$0.00,0,$0.00,187,$0.02,$3.74,$3.74
LK261074,662,Cannot Route,Qualified Petroleum,0,$0.00,0.00%,$0.00,12,$0.00,$0.00,$0.00,0,$0.00,12,$0.02,$0.24,$0.24
LK261074,662,CU24,Qualified Petroleum,0,$134.59,0.80%,$1.08,9,$0.18,$1.66,$0.00,0,$0.00,9,$0.02,$0.18,$2.92
LK261074,662,Discover,Commrcl Electronic,0,"$1,146.16",2.41%,$27.58,28,$0.10,$2.80,$0.00,0,$0.00,28,$0.02,$0.56,$30.94
LK261074,662,Discover,Cons CR Voucher 3,0,$15.69,-1.72%,($0.27),3,$0.00,$0.00,$0.00,0,$0.00,3,$0.02,$0.06,($0.21)
LK261074,662,Discover,Core Cons Vcher 3,0,$9.35,-1.71%,($0.16),1,$0.00,$0.00,$0.00,0,$0.00,1,$0.02,$0.02,($0.14)
LK261074,662,Discover,Core Petroleum,0,$177.79,1.66%,$2.95,6,$0.05,$0.30,$0.00,0,$0.00,6,$0.02,$0.12,$3.37
LK261074,662,Discover,DB BSL Submission,0,$93.68,1.97%,$1.85,4,$0.25,$1.00,$0.00,0,$0.00,4,$0.02,$0.08,$2.93
LK261074,662,Discover,DB Petroleum,0,$26.00,0.88%,$0.23,1,$0.16,$0.16,$0.00,0,$0.00,1,$0.02,$0.02,$0.41
LK261074,662,Discover,PREM Cons Vchr 3,0,$372.15,-1.75%,($6.51),1,$0.00,$0.00,$0.00,0,$0.00,1,$0.02,$0.02,($6.49)
LK261074,662,Discover,PREM MSL Submsn,0,$34.01,2.53%,$0.86,1,$0.10,$0.10,$0.00,0,$0.00,1,$0.02,$0.02,$0.98
LK261074,662,Discover,PREM Petroleum,0,"$3,845.44",1.84%,$70.62,57,$0.05,$2.85,$0.00,0,$0.00,57,$0.02,$1.14,$74.61
LK261074,662,Discover,PSL PETROLEUM,0,"$1,932.67",1.84%,$35.47,28,$0.05,$1.40,$0.00,0,$0.00,28,$0.02,$0.56,$37.43
LK261074,662,Discover,REW MSL Submission,0,$169.10,2.50%,$4.23,5,$0.10,$0.50,$0.00,0,$0.00,5,$0.02,$0.10,$4.83
LK261074,662,Discover,REW Petroleum,0,"$6,618.91",1.84%,$121.55,176,$0.05,$8.80,$0.00,0,$0.00,176,$0.02,$3.52,$133.87
LK261074,662,Fuelman,Normal,0,$575.21,0.00%,$0.00,14,$0.00,$0.00,$0.00,0,$0.00,14,$0.02,$0.28,$0.28
LK261074,662,InterLink,InterReg Regulated,0,$0.97,0.00%,$0.00,1,$0.26,$0.26,$0.00,0,$0.00,1,$0.02,$0.02,$0.28
LK261074,662,InterLink,PAVD Fuel,2,"$1,716.62",0.80%,$13.70,89,$0.19,$16.78,$0.00,0,$0.00,89,$0.02,$1.78,$32.26
LK261074,662,InterLink,PAVD Merchandise Return,2,$0.00,0.00%,$0.00,1,$0.04,$0.04,$0.00,0,$0.00,1,$0.02,$0.02,$0.06
LK261074,662,InterLink,PAVD PP Fuel,2,$0.00,0.00%,$0.00,1,$0.04,$0.04,$0.00,0,$0.00,1,$0.02,$0.02,$0.06
LK261074,662,InterLink,PAVD Regulated,2,$154.38,0.04%,$0.06,22,$0.23,$5.05,$0.00,0,$0.00,22,$0.02,$0.44,$5.55
LK261074,662,InterLink,Petro PP,0,"$1,134.49",1.15%,$13.09,39,$0.19,$7.36,$0.00,0,$0.00,39,$0.02,$0.78,$21.23
LK261074,662,InterLink,Petro PP Small Tkt,0,$416.63,1.23%,$5.11,62,$0.16,$10.16,$0.00,0,$0.00,62,$0.02,$1.24,$16.51
LK261074,662,InterLink,Qualified Petro Small Tkt,0,$139.61,0.87%,$1.21,38,$0.10,$3.93,$0.00,0,$0.00,38,$0.02,$0.76,$5.90
LK261074,662,InterLink,Qualified Petroleum,0,$334.87,0.80%,$2.68,10,$0.19,$1.89,$0.00,0,$0.00,10,$0.02,$0.20,$4.77
LK261074,662,InterLink,Regulated,1,"$9,335.14",0.05%,$4.63,296,$0.26,$76.16,$0.00,0,$0.00,296,$0.02,$5.92,$86.71
LK261074,662,InterLink,Regulated Small Tkt,1,"$7,448.87",0.13%,$9.70,"1,094",$0.24,$258.49,$0.00,0,$0.00,"1,094",$0.02,$21.88,$290.07
LK261074,662,Maestro,Qualified Petroleum,0,$347.23,0.75%,$2.59,50,$0.20,$9.86,$0.00,0,$0.00,50,$0.02,$1.00,$13.45
LK261074,662,Maestro,Reg Fraud Prevent,2,"$26,045.29",0.05%,$12.96,"2,324",$0.24,$556.53,$0.00,0,$0.00,"2,324",$0.02,$46.48,$615.97
LK261074,662,MasterCard,Bus Data 2 Petro,0,"$6,933.99",2.16%,$149.44,126,$0.10,$12.60,$0.00,0,$0.00,126,$0.02,$2.52,$164.56
LK261074,662,MasterCard,Bus Enh Face to Face Petro,0,$3.00,2.00%,$0.06,1,$0.10,$0.10,$0.00,0,$0.00,1,$0.02,$0.02,$0.18
LK261074,662,MasterCard,Bus Enh Rate II Petro,0,"$1,595.74",2.27%,$36.27,27,$0.10,$2.70,$0.00,0,$0.00,27,$0.02,$0.54,$39.51
LK261074,662,MasterCard,Bus F2F Petro,0,$326.22,2.15%,$7.02,13,$0.10,$1.30,$0.00,0,$0.00,13,$0.02,$0.26,$8.58
LK261074,662,MasterCard,Bus Lvl3 Data II,0,$554.10,2.32%,$12.87,7,$0.10,$0.70,$0.00,0,$0.00,7,$0.02,$0.14,$13.71
LK261074,662,MasterCard,Bus Lvl3 F2F,0,$40.00,2.30%,$0.92,1,$0.10,$0.10,$0.00,0,$0.00,1,$0.02,$0.02,$1.04
LK261074,662,MasterCard,Bus Lvl4 Data II,0,$385.86,2.42%,$9.35,5,$0.10,$0.50,$0.00,0,$0.00,5,$0.02,$0.10,$9.95
LK261074,662,MasterCard,Bus Lvl4 F2F,0,$449.00,2.42%,$10.88,2,$0.10,$0.20,$0.00,0,$0.00,2,$0.02,$0.04,$11.12
LK261074,662,MasterCard,Bus Standard,0,$198.80,3.06%,$6.08,6,$0.10,$0.60,$0.00,0,$0.00,6,$0.02,$0.12,$6.80
LK261074,662,MasterCard,BusWrldDat2Petr,0,$421.19,2.33%,$9.83,8,$0.10,$0.80,$0.00,0,$0.00,8,$0.02,$0.16,$10.79
LK261074,662,MasterCard,Commercial Data Rate II,0,$38.00,2.37%,$0.90,1,$0.10,$0.10,$0.00,0,$0.00,1,$0.02,$0.02,$1.02
LK261074,662,MasterCard,Commercial Face to Face,0,$23.98,2.38%,$0.57,5,$0.10,$0.50,$0.00,0,$0.00,5,$0.02,$0.10,$1.17
LK261074,662,MasterCard,Cons Ref Grp 3 DB,0,$46.61,-1.42%,($0.66),5,$0.00,$0.00,$0.00,0,$0.00,5,$0.02,$0.10,($0.56)
LK261074,662,MasterCard,Cons Ref Grp 4 CR,0,$9.41,-1.81%,($0.17),1,$0.00,$0.00,$0.00,0,$0.00,1,$0.02,$0.02,($0.15)
LK261074,662,MasterCard,Corp Ref Grp 4 CR,0,$77.97,-2.15%,($1.68),2,$0.00,$0.00,$0.00,0,$0.00,2,$0.02,$0.04,($1.64)
LK261074,662,MasterCard,Debit Cr Voucher FP,2,$17.48,0.00%,$0.00,4,($0.22),($0.88),$0.00,0,$0.00,4,$0.02,$0.08,($0.80)
LK261074,662,MasterCard,Enh Petro Base     ,0,"$7,354.38",1.76%,$129.35,202,$0.00,$0.00,$0.00,0,$0.00,202,$0.02,$4.04,$133.39
LK261074,662,MasterCard,Fleet Crd Std,0,$796.38,3.06%,$24.36,9,$0.10,$0.90,$0.00,0,$0.00,9,$0.02,$0.18,$25.44
LK261074,662,MasterCard,High Value Petroleum Base,0,$827.37,1.34%,$11.09,11,$0.00,$0.00,$0.00,0,$0.00,11,$0.02,$0.22,$11.31
LK261074,662,MasterCard,Int'l Electronic,0,$84.43,2.46%,$2.08,5,$0.00,$0.00,$0.00,0,$0.00,5,$0.02,$0.10,$2.18
LK261074,662,MasterCard,Key Entered DB,0,$4.37,1.60%,$0.07,1,$0.15,$0.15,$0.00,0,$0.00,1,$0.02,$0.02,$0.24
LK261074,662,MasterCard,Keyed Entered Prepaid,0,$9.56,1.88%,$0.18,3,$0.20,$0.60,$0.00,0,$0.00,3,$0.02,$0.06,$0.84
LK261074,662,MasterCard,Petro Base              ,0,"$9,268.83",1.79%,$165.53,279,$0.00,$0.00,$0.00,0,$0.00,279,$0.02,$5.58,$171.11
LK261074,662,MasterCard,Petro CAT/AFD DB,0,"$28,895.36",0.81%,$234.39,805,$0.17,$136.85,$0.00,0,$0.00,805,$0.02,$16.10,$387.34
LK261074,662,MasterCard,Petro Srv Sta DB,0,"$3,672.44",0.81%,$29.77,285,$0.17,$48.45,$0.00,0,$0.00,285,$0.02,$5.70,$83.92
LK261074,662,MasterCard,Reg Db Face to Face FP,2,"$78,633.46",0.16%,$126.84,"2,301",$0.22,$506.22,$0.00,0,$0.00,"2,301",$0.02,$46.02,$679.08
LK261074,662,MasterCard,Reg Db Non Qual FP,2,"$1,472.28",0.16%,$2.35,53,$0.22,$11.66,$0.00,0,$0.00,53,$0.02,$1.06,$15.07
LK261074,662,MasterCard,Regulated Debit Face to Face,1,$229.53,0.15%,$0.35,16,$0.21,$3.36,$0.00,0,$0.00,16,$0.02,$0.32,$4.03
LK261074,662,MasterCard,Regulated Debit Non Qualified,1,$8.00,0.13%,$0.01,1,$0.21,$0.21,$0.00,0,$0.00,1,$0.02,$0.02,$0.24
LK261074,662,MasterCard,Standard,0,$518.49,3.06%,$15.89,13,$0.10,$1.30,$0.00,0,$0.00,13,$0.02,$0.26,$17.45
LK261074,662,MasterCard,Standard DB,0,$702.30,2.01%,$14.09,30,$0.25,$7.50,$0.00,0,$0.00,30,$0.02,$0.60,$22.19
